classification_id,user_name,user_id,workflow_id,task,created_at,subject_id,extractor,data.no-i-don-t-see-any-dolphin-echolocation-here,data.aggregation_version,data.yes-dolphin-echolocation-is-present,data.no-there-are-no-spectral-bands-present,data.yes-i-see-spectral-bands,data.None,data.i-m-not-sure
632825123,378226,2854185.0,28567,T1,2025-04-22 18:17:44 UTC,108159948,question_extractor,,5.2.0,,1.0,,,
632825143,378226,2854185.0,28567,T0,2025-04-22 18:17:47 UTC,108159922,question_extractor,1.0,5.2.0,,,,,
632825143,378226,2854185.0,28567,T1,2025-04-22 18:17:47 UTC,108159922,question_extractor,,5.2.0,,,,,
632892469,not-logged-in-3cbcba2fdea56a903351,,28567,T0,2025-04-22 21:23:44 UTC,108160017,question_extractor,,5.2.0,1.0,,,,
632892469,not-logged-in-3cbcba2fdea56a903351,,28567,T1,2025-04-22 21:23:44 UTC,108160017,question_extractor,,5.2.0,,1.0,,,
632892549,not-logged-in-3cbcba2fdea56a903351,,28567,T0,2025-04-22 21:23:54 UTC,108159928,question_extractor,1.0,5.2.0,,,,,
632892549,not-logged-in-3cbcba2fdea56a903351,,28567,T1,2025-04-22 21:23:54 UTC,108159928,question_extractor,,5.2.0,,,,,
632892672,not-logged-in-3cbcba2fdea56a903351,,28567,T0,2025-04-22 21:24:13 UTC,108160008,question_extractor,,5.2.0,1.0,,,,
632892672,not-logged-in-3cbcba2fdea56a903351,,28567,T1,2025-04-22 21:24:13 UTC,108160008,question_extractor,,5.2.0,,1.0,,,
632892723,not-logged-in-3cbcba2fdea56a903351,,28567,T0,2025-04-22 21:24:18 UTC,108160069,question_extractor,,5.2.0,1.0,,,,
632892723,not-logged-in-3cbcba2fdea56a903351,,28567,T1,2025-04-22 21:24:18 UTC,108160069,question_extractor,,5.2.0,,,1.0,,
632892766,not-logged-in-3cbcba2fdea56a903351,,28567,T0,2025-04-22 21:24:24 UTC,108159893,question_extractor,1.0,5.2.0,,,,,
632892766,not-logged-in-3cbcba2fdea56a903351,,28567,T1,2025-04-22 21:24:24 UTC,108159893,question_extractor,,5.2.0,,,,,
632892942,not-logged-in-3cbcba2fdea56a903351,,28567,T0,2025-04-22 21:24:44 UTC,108160068,question_extractor,,5.2.0,1.0,,,,
632892942,not-logged-in-3cbcba2fdea56a903351,,28567,T1,2025-04-22 21:24:44 UTC,108160068,question_extractor,,5.2.0,,,1.0,,
632892998,not-logged-in-3cbcba2fdea56a903351,,28567,T0,2025-04-22 21:24:50 UTC,108159997,question_extractor,,5.2.0,1.0,,,,
632892998,not-logged-in-3cbcba2fdea56a903351,,28567,T1,2025-04-22 21:24:50 UTC,108159997,question_extractor,,5.2.0,,1.0,,,
632893034,not-logged-in-3cbcba2fdea56a903351,,28567,T0,2025-04-22 21:24:55 UTC,108159886,question_extractor,1.0,5.2.0,,,,,
632893034,not-logged-in-3cbcba2fdea56a903351,,28567,T1,2025-04-22 21:24:55 UTC,108159886,question_extractor,,5.2.0,,,,,
632893120,not-logged-in-3cbcba2fdea56a903351,,28567,T0,2025-04-22 21:25:04 UTC,108160134,question_extractor,,5.2.0,1.0,,,,
632893120,not-logged-in-3cbcba2fdea56a903351,,28567,T1,2025-04-22 21:25:04 UTC,108160134,question_extractor,,5.2.0,,1.0,,,
632893167,not-logged-in-7edcabc70d293400c316,,28567,T0,2025-04-22 21:25:10 UTC,108159944,question_extractor,,5.2.0,1.0,,,,
632893167,not-logged-in-7edcabc70d293400c316,,28567,T1,2025-04-22 21:25:10 UTC,108159944,question_extractor,,5.2.0,,,1.0,,
632893210,not-logged-in-7edcabc70d293400c316,,28567,T0,2025-04-22 21:25:16 UTC,108159996,question_extractor,,5.2.0,1.0,,,,
632893210,not-logged-in-7edcabc70d293400c316,,28567,T1,2025-04-22 21:25:16 UTC,108159996,question_extractor,,5.2.0,,,1.0,,
632893242,not-logged-in-7edcabc70d293400c316,,28567,T0,2025-04-22 21:25:20 UTC,108160058,question_extractor,1.0,5.2.0,,,,,
632893242,not-logged-in-7edcabc70d293400c316,,28567,T1,2025-04-22 21:25:20 UTC,108160058,question_extractor,,5.2.0,,,,,
632893299,not-logged-in-7edcabc70d293400c316,,28567,T0,2025-04-22 21:25:27 UTC,108160198,question_extractor,,5.2.0,1.0,,,,
632893299,not-logged-in-7edcabc70d293400c316,,28567,T1,2025-04-22 21:25:27 UTC,108160198,question_extractor,,5.2.0,,1.0,,,
632893340,not-logged-in-7edcabc70d293400c316,,28567,T0,2025-04-22 21:25:33 UTC,108160177,question_extractor,1.0,5.2.0,,,,,
632893340,not-logged-in-7edcabc70d293400c316,,28567,T1,2025-04-22 21:25:33 UTC,108160177,question_extractor,,5.2.0,,,,,
632893361,not-logged-in-7edcabc70d293400c316,,28567,T0,2025-04-22 21:25:36 UTC,108160009,question_extractor,1.0,5.2.0,,,,,
632893361,not-logged-in-7edcabc70d293400c316,,28567,T1,2025-04-22 21:25:36 UTC,108160009,question_extractor,,5.2.0,,,,,
632893411,not-logged-in-7edcabc70d293400c316,,28567,T0,2025-04-22 21:25:42 UTC,108159884,question_extractor,,5.2.0,1.0,,,,
632893411,not-logged-in-7edcabc70d293400c316,,28567,T1,2025-04-22 21:25:42 UTC,108159884,question_extractor,,5.2.0,,,1.0,,
632893449,not-logged-in-7edcabc70d293400c316,,28567,T0,2025-04-22 21:25:47 UTC,108159917,question_extractor,,5.2.0,1.0,,,,
632893449,not-logged-in-7edcabc70d293400c316,,28567,T1,2025-04-22 21:25:47 UTC,108159917,question_extractor,,5.2.0,,1.0,,,
632893667,not-logged-in-7edcabc70d293400c316,,28567,T0,2025-04-22 21:26:19 UTC,108160062,question_extractor,1.0,5.2.0,,,,,
632893667,not-logged-in-7edcabc70d293400c316,,28567,T1,2025-04-22 21:26:19 UTC,108160062,question_extractor,,5.2.0,,,,,
632893719,not-logged-in-7edcabc70d293400c316,,28567,T0,2025-04-22 21:26:24 UTC,108160047,question_extractor,,5.2.0,1.0,,,,
632893719,not-logged-in-7edcabc70d293400c316,,28567,T1,2025-04-22 21:26:24 UTC,108160047,question_extractor,,5.2.0,,1.0,,,
632893736,not-logged-in-7edcabc70d293400c316,,28567,T0,2025-04-22 21:26:28 UTC,108159935,question_extractor,1.0,5.2.0,,,,,
632893736,not-logged-in-7edcabc70d293400c316,,28567,T1,2025-04-22 21:26:28 UTC,108159935,question_extractor,,5.2.0,,,,,
632893785,not-logged-in-7edcabc70d293400c316,,28567,T0,2025-04-22 21:26:35 UTC,108160193,question_extractor,,5.2.0,1.0,,,,
632893785,not-logged-in-7edcabc70d293400c316,,28567,T1,2025-04-22 21:26:35 UTC,108160193,question_extractor,,5.2.0,,,1.0,,
632893821,not-logged-in-7edcabc70d293400c316,,28567,T0,2025-04-22 21:26:39 UTC,108160071,question_extractor,,5.2.0,1.0,,,,
632893821,not-logged-in-7edcabc70d293400c316,,28567,T1,2025-04-22 21:26:39 UTC,108160071,question_extractor,,5.2.0,,,1.0,,
632893839,not-logged-in-7edcabc70d293400c316,,28567,T0,2025-04-22 21:26:42 UTC,108160103,question_extractor,1.0,5.2.0,,,,,
632893839,not-logged-in-7edcabc70d293400c316,,28567,T1,2025-04-22 21:26:42 UTC,108160103,question_extractor,,5.2.0,,,,,
632893852,not-logged-in-7edcabc70d293400c316,,28567,T0,2025-04-22 21:26:45 UTC,108160184,question_extractor,1.0,5.2.0,,,,,
632893852,not-logged-in-7edcabc70d293400c316,,28567,T1,2025-04-22 21:26:45 UTC,108160184,question_extractor,,5.2.0,,,,,
632893895,not-logged-in-7edcabc70d293400c316,,28567,T0,2025-04-22 21:26:52 UTC,108159932,question_extractor,,5.2.0,1.0,,,,
632893895,not-logged-in-7edcabc70d293400c316,,28567,T1,2025-04-22 21:26:52 UTC,108159932,question_extractor,,5.2.0,,1.0,,,
632893913,not-logged-in-7edcabc70d293400c316,,28567,T0,2025-04-22 21:26:55 UTC,108160035,question_extractor,1.0,5.2.0,,,,,
632893913,not-logged-in-7edcabc70d293400c316,,28567,T1,2025-04-22 21:26:55 UTC,108160035,question_extractor,,5.2.0,,,,,
632893956,not-logged-in-7edcabc70d293400c316,,28567,T0,2025-04-22 21:27:03 UTC,108160174,question_extractor,,5.2.0,1.0,,,,
632893956,not-logged-in-7edcabc70d293400c316,,28567,T1,2025-04-22 21:27:03 UTC,108160174,question_extractor,,5.2.0,,,1.0,,
632893982,not-logged-in-7edcabc70d293400c316,,28567,T0,2025-04-22 21:27:05 UTC,108160027,question_extractor,1.0,5.2.0,,,,,
632893982,not-logged-in-7edcabc70d293400c316,,28567,T1,2025-04-22 21:27:05 UTC,108160027,question_extractor,,5.2.0,,,,,
632894858,williamsugiharto,2834263.0,28567,T0,2025-04-22 21:29:21 UTC,108160151,question_extractor,1.0,5.2.0,,,,,
632894858,williamsugiharto,2834263.0,28567,T1,2025-04-22 21:29:21 UTC,108160151,question_extractor,,5.2.0,,,,,
632894895,williamsugiharto,2834263.0,28567,T0,2025-04-22 21:29:26 UTC,108160188,question_extractor,,5.2.0,1.0,,,,
632894895,williamsugiharto,2834263.0,28567,T1,2025-04-22 21:29:26 UTC,108160188,question_extractor,,5.2.0,,1.0,,,
632894926,williamsugiharto,2834263.0,28567,T0,2025-04-22 21:29:30 UTC,108160192,question_extractor,,5.2.0,1.0,,,,
632894926,williamsugiharto,2834263.0,28567,T1,2025-04-22 21:29:30 UTC,108160192,question_extractor,,5.2.0,,1.0,,,
632894973,williamsugiharto,2834263.0,28567,T0,2025-04-22 21:29:36 UTC,108160076,question_extractor,,5.2.0,1.0,,,,
632894973,williamsugiharto,2834263.0,28567,T1,2025-04-22 21:29:36 UTC,108160076,question_extractor,,5.2.0,,,1.0,,
632895019,williamsugiharto,2834263.0,28567,T0,2025-04-22 21:29:40 UTC,108159885,question_extractor,,5.2.0,1.0,,,,
632895019,williamsugiharto,2834263.0,28567,T1,2025-04-22 21:29:40 UTC,108159885,question_extractor,,5.2.0,,,1.0,,
632895040,williamsugiharto,2834263.0,28567,T0,2025-04-22 21:29:43 UTC,108160157,question_extractor,1.0,5.2.0,,,,,
632895040,williamsugiharto,2834263.0,28567,T1,2025-04-22 21:29:43 UTC,108160157,question_extractor,,5.2.0,,,,,
632895063,williamsugiharto,2834263.0,28567,T0,2025-04-22 21:29:46 UTC,108159901,question_extractor,1.0,5.2.0,,,,,
632895063,williamsugiharto,2834263.0,28567,T1,2025-04-22 21:29:46 UTC,108159901,question_extractor,,5.2.0,,,,,
632895083,williamsugiharto,2834263.0,28567,T0,2025-04-22 21:29:49 UTC,108160183,question_extractor,1.0,5.2.0,,,,,
632895083,williamsugiharto,2834263.0,28567,T1,2025-04-22 21:29:49 UTC,108160183,question_extractor,,5.2.0,,,,,
632895125,williamsugiharto,2834263.0,28567,T0,2025-04-22 21:29:55 UTC,108159952,question_extractor,,5.2.0,1.0,,,,
632895125,williamsugiharto,2834263.0,28567,T1,2025-04-22 21:29:55 UTC,108159952,question_extractor,,5.2.0,,1.0,,,
632895152,williamsugiharto,2834263.0,28567,T0,2025-04-22 21:29:58 UTC,108159911,question_extractor,1.0,5.2.0,,,,,
632895152,williamsugiharto,2834263.0,28567,T1,2025-04-22 21:29:58 UTC,108159911,question_extractor,,5.2.0,,,,,
632895174,williamsugiharto,2834263.0,28567,T0,2025-04-22 21:30:00 UTC,108159883,question_extractor,1.0,5.2.0,,,,,
632895174,williamsugiharto,2834263.0,28567,T1,2025-04-22 21:30:00 UTC,108159883,question_extractor,,5.2.0,,,,,
632895210,williamsugiharto,2834263.0,28567,T0,2025-04-22 21:30:06 UTC,108159982,question_extractor,,5.2.0,1.0,,,,
632895210,williamsugiharto,2834263.0,28567,T1,2025-04-22 21:30:06 UTC,108159982,question_extractor,,5.2.0,,,1.0,,
632895362,williamsugiharto,2834263.0,28567,T0,2025-04-22 21:30:29 UTC,108160121,question_extractor,,5.2.0,1.0,,,,
632895362,williamsugiharto,2834263.0,28567,T1,2025-04-22 21:30:29 UTC,108160121,question_extractor,,5.2.0,,,1.0,,
632895394,williamsugiharto,2834263.0,28567,T0,2025-04-22 21:30:33 UTC,108160098,question_extractor,,5.2.0,1.0,,,,
632895394,williamsugiharto,2834263.0,28567,T1,2025-04-22 21:30:33 UTC,108160098,question_extractor,,5.2.0,,,1.0,,
632895411,williamsugiharto,2834263.0,28567,T0,2025-04-22 21:30:37 UTC,108159986,question_extractor,1.0,5.2.0,,,,,
632895411,williamsugiharto,2834263.0,28567,T1,2025-04-22 21:30:37 UTC,108159986,question_extractor,,5.2.0,,,,,
632895453,williamsugiharto,2834263.0,28567,T0,2025-04-22 21:30:43 UTC,108159908,question_extractor,,5.2.0,1.0,,,,
632895453,williamsugiharto,2834263.0,28567,T1,2025-04-22 21:30:43 UTC,108159908,question_extractor,,5.2.0,,,1.0,,
632895468,williamsugiharto,2834263.0,28567,T0,2025-04-22 21:30:46 UTC,108160034,question_extractor,1.0,5.2.0,,,,,
632895468,williamsugiharto,2834263.0,28567,T1,2025-04-22 21:30:46 UTC,108160034,question_extractor,,5.2.0,,,,,
632895509,williamsugiharto,2834263.0,28567,T0,2025-04-22 21:30:53 UTC,108160020,question_extractor,,5.2.0,1.0,,,,
632895509,williamsugiharto,2834263.0,28567,T1,2025-04-22 21:30:53 UTC,108160020,question_extractor,,5.2.0,,1.0,,,
632895530,williamsugiharto,2834263.0,28567,T0,2025-04-22 21:30:56 UTC,108159896,question_extractor,1.0,5.2.0,,,,,
632895530,williamsugiharto,2834263.0,28567,T1,2025-04-22 21:30:56 UTC,108159896,question_extractor,,5.2.0,,,,,
632895578,williamsugiharto,2834263.0,28567,T0,2025-04-22 21:31:04 UTC,108160142,question_extractor,,5.2.0,1.0,,,,
632895578,williamsugiharto,2834263.0,28567,T1,2025-04-22 21:31:04 UTC,108160142,question_extractor,,5.2.0,,,1.0,,
632895591,williamsugiharto,2834263.0,28567,T0,2025-04-22 21:31:06 UTC,108160177,question_extractor,1.0,5.2.0,,,,,
632895591,williamsugiharto,2834263.0,28567,T1,2025-04-22 21:31:06 UTC,108160177,question_extractor,,5.2.0,,,,,
632895612,williamsugiharto,2834263.0,28567,T0,2025-04-22 21:31:11 UTC,108159993,question_extractor,,5.2.0,1.0,,,,
632895612,williamsugiharto,2834263.0,28567,T1,2025-04-22 21:31:11 UTC,108159993,question_extractor,,5.2.0,,,1.0,,
632895643,williamsugiharto,2834263.0,28567,T0,2025-04-22 21:31:16 UTC,108160172,question_extractor,,5.2.0,1.0,,,,
632895643,williamsugiharto,2834263.0,28567,T1,2025-04-22 21:31:16 UTC,108160172,question_extractor,,5.2.0,,,1.0,,
632895680,williamsugiharto,2834263.0,28567,T0,2025-04-22 21:31:22 UTC,108160165,question_extractor,,5.2.0,1.0,,,,
632895680,williamsugiharto,2834263.0,28567,T1,2025-04-22 21:31:22 UTC,108160165,question_extractor,,5.2.0,,,1.0,,
632895690,williamsugiharto,2834263.0,28567,T0,2025-04-22 21:31:25 UTC,108160004,question_extractor,1.0,5.2.0,,,,,
632895690,williamsugiharto,2834263.0,28567,T1,2025-04-22 21:31:25 UTC,108160004,question_extractor,,5.2.0,,,,,
632895722,williamsugiharto,2834263.0,28567,T0,2025-04-22 21:31:30 UTC,108159890,question_extractor,,5.2.0,1.0,,,,
632895722,williamsugiharto,2834263.0,28567,T1,2025-04-22 21:31:30 UTC,108159890,question_extractor,,5.2.0,,1.0,,,
632895736,williamsugiharto,2834263.0,28567,T0,2025-04-22 21:31:33 UTC,108159969,question_extractor,1.0,5.2.0,,,,,
632895736,williamsugiharto,2834263.0,28567,T1,2025-04-22 21:31:33 UTC,108159969,question_extractor,,5.2.0,,,,,
632895762,williamsugiharto,2834263.0,28567,T0,2025-04-22 21:31:37 UTC,108160173,question_extractor,,5.2.0,1.0,,,,
632895762,williamsugiharto,2834263.0,28567,T1,2025-04-22 21:31:37 UTC,108160173,question_extractor,,5.2.0,,,1.0,,
632895782,williamsugiharto,2834263.0,28567,T0,2025-04-22 21:31:41 UTC,108160068,question_extractor,,5.2.0,1.0,,,,
632895782,williamsugiharto,2834263.0,28567,T1,2025-04-22 21:31:41 UTC,108160068,question_extractor,,5.2.0,,,1.0,,
632895805,williamsugiharto,2834263.0,28567,T0,2025-04-22 21:31:45 UTC,108160022,question_extractor,,5.2.0,1.0,,,,
632895805,williamsugiharto,2834263.0,28567,T1,2025-04-22 21:31:45 UTC,108160022,question_extractor,,5.2.0,,,1.0,,
632895864,williamsugiharto,2834263.0,28567,T0,2025-04-22 21:31:55 UTC,108159888,question_extractor,,5.2.0,1.0,,,,
632895864,williamsugiharto,2834263.0,28567,T1,2025-04-22 21:31:55 UTC,108159888,question_extractor,,5.2.0,,1.0,,,
632895936,williamsugiharto,2834263.0,28567,T0,2025-04-22 21:32:08 UTC,108160082,question_extractor,1.0,5.2.0,,,,,
632895936,williamsugiharto,2834263.0,28567,T1,2025-04-22 21:32:08 UTC,108160082,question_extractor,,5.2.0,,,,,
632895960,williamsugiharto,2834263.0,28567,T0,2025-04-22 21:32:14 UTC,108160042,question_extractor,,5.2.0,1.0,,,,
632895960,williamsugiharto,2834263.0,28567,T1,2025-04-22 21:32:14 UTC,108160042,question_extractor,,5.2.0,,,1.0,,
632895982,williamsugiharto,2834263.0,28567,T0,2025-04-22 21:32:19 UTC,108160171,question_extractor,,5.2.0,1.0,,,,
632895982,williamsugiharto,2834263.0,28567,T1,2025-04-22 21:32:19 UTC,108160171,question_extractor,,5.2.0,,,1.0,,
632896004,williamsugiharto,2834263.0,28567,T0,2025-04-22 21:32:23 UTC,108159947,question_extractor,,5.2.0,1.0,,,,
632896004,williamsugiharto,2834263.0,28567,T1,2025-04-22 21:32:23 UTC,108159947,question_extractor,,5.2.0,,,1.0,,
632896014,williamsugiharto,2834263.0,28567,T0,2025-04-22 21:32:26 UTC,108159990,question_extractor,1.0,5.2.0,,,,,
632896014,williamsugiharto,2834263.0,28567,T1,2025-04-22 21:32:26 UTC,108159990,question_extractor,,5.2.0,,,,,
632896030,williamsugiharto,2834263.0,28567,T0,2025-04-22 21:32:28 UTC,108160002,question_extractor,1.0,5.2.0,,,,,
632896030,williamsugiharto,2834263.0,28567,T1,2025-04-22 21:32:28 UTC,108160002,question_extractor,,5.2.0,,,,,
632918298,378226,2854185.0,28567,T0,2025-04-22 23:15:58 UTC,108159900,question_extractor,1.0,5.2.0,,,,,
632918298,378226,2854185.0,28567,T1,2025-04-22 23:15:58 UTC,108159900,question_extractor,,5.2.0,,,,,
632918319,378226,2854185.0,28567,T0,2025-04-22 23:16:03 UTC,108159904,question_extractor,1.0,5.2.0,,,,,
632918319,378226,2854185.0,28567,T1,2025-04-22 23:16:03 UTC,108159904,question_extractor,,5.2.0,,,,,
632918328,378226,2854185.0,28567,T0,2025-04-22 23:16:06 UTC,108159977,question_extractor,,5.2.0,1.0,,,,
632918328,378226,2854185.0,28567,T1,2025-04-22 23:16:06 UTC,108159977,question_extractor,,5.2.0,,1.0,,,
632918335,378226,2854185.0,28567,T0,2025-04-22 23:16:08 UTC,108159938,question_extractor,1.0,5.2.0,,,,,
632918335,378226,2854185.0,28567,T1,2025-04-22 23:16:08 UTC,108159938,question_extractor,,5.2.0,,,,,
632918345,378226,2854185.0,28567,T0,2025-04-22 23:16:11 UTC,108159926,question_extractor,,5.2.0,1.0,,,,
632918345,378226,2854185.0,28567,T1,2025-04-22 23:16:11 UTC,108159926,question_extractor,,5.2.0,,1.0,,,
632918375,378226,2854185.0,28567,T0,2025-04-22 23:16:21 UTC,108159928,question_extractor,1.0,5.2.0,,,,,
632918375,378226,2854185.0,28567,T1,2025-04-22 23:16:21 UTC,108159928,question_extractor,,5.2.0,,,,,
632918398,378226,2854185.0,28567,T0,2025-04-22 23:16:28 UTC,108159899,question_extractor,1.0,5.2.0,,,,,
632918398,378226,2854185.0,28567,T1,2025-04-22 23:16:28 UTC,108159899,question_extractor,,5.2.0,,,,,
632918406,378226,2854185.0,28567,T0,2025-04-22 23:16:31 UTC,108159966,question_extractor,,5.2.0,1.0,,,,
632918406,378226,2854185.0,28567,T1,2025-04-22 23:16:31 UTC,108159966,question_extractor,,5.2.0,,1.0,,,
632918418,378226,2854185.0,28567,T0,2025-04-22 23:16:34 UTC,108159962,question_extractor,1.0,5.2.0,,,,,
632918418,378226,2854185.0,28567,T1,2025-04-22 23:16:34 UTC,108159962,question_extractor,,5.2.0,,,,,
632918437,378226,2854185.0,28567,T0,2025-04-22 23:16:39 UTC,108159886,question_extractor,,5.2.0,1.0,,,,
632918437,378226,2854185.0,28567,T1,2025-04-22 23:16:39 UTC,108159886,question_extractor,,5.2.0,,1.0,,,
632918445,378226,2854185.0,28567,T0,2025-04-22 23:16:40 UTC,108159940,question_extractor,1.0,5.2.0,,,,,
632918445,378226,2854185.0,28567,T1,2025-04-22 23:16:40 UTC,108159940,question_extractor,,5.2.0,,,,,
632918478,378226,2854185.0,28567,T0,2025-04-22 23:16:49 UTC,108159917,question_extractor,,5.2.0,1.0,,,,
632918478,378226,2854185.0,28567,T1,2025-04-22 23:16:49 UTC,108159917,question_extractor,,5.2.0,,1.0,,,
632918486,378226,2854185.0,28567,T0,2025-04-22 23:16:51 UTC,108159967,question_extractor,1.0,5.2.0,,,,,
632918486,378226,2854185.0,28567,T1,2025-04-22 23:16:51 UTC,108159967,question_extractor,,5.2.0,,,,,
632918499,378226,2854185.0,28567,T0,2025-04-22 23:16:57 UTC,108159912,question_extractor,1.0,5.2.0,,,,,
632918499,378226,2854185.0,28567,T1,2025-04-22 23:16:57 UTC,108159912,question_extractor,,5.2.0,,,,,
632918509,378226,2854185.0,28567,T0,2025-04-22 23:16:59 UTC,108159893,question_extractor,1.0,5.2.0,,,,,
632918509,378226,2854185.0,28567,T1,2025-04-22 23:16:59 UTC,108159893,question_extractor,,5.2.0,,,,,
632918517,378226,2854185.0,28567,T0,2025-04-22 23:17:02 UTC,108159965,question_extractor,1.0,5.2.0,,,,,
632918517,378226,2854185.0,28567,T1,2025-04-22 23:17:02 UTC,108159965,question_extractor,,5.2.0,,,,,
632918529,378226,2854185.0,28567,T0,2025-04-22 23:17:07 UTC,108159889,question_extractor,,5.2.0,1.0,,,,
632918529,378226,2854185.0,28567,T1,2025-04-22 23:17:07 UTC,108159889,question_extractor,,5.2.0,,1.0,,,
632918590,378226,2854185.0,28567,T0,2025-04-22 23:17:26 UTC,108159914,question_extractor,1.0,5.2.0,,,,,
632918590,378226,2854185.0,28567,T1,2025-04-22 23:17:26 UTC,108159914,question_extractor,,5.2.0,,,,,
632918600,378226,2854185.0,28567,T0,2025-04-22 23:17:28 UTC,108159974,question_extractor,,5.2.0,1.0,,,,
632918600,378226,2854185.0,28567,T1,2025-04-22 23:17:28 UTC,108159974,question_extractor,,5.2.0,,1.0,,,
632918613,378226,2854185.0,28567,T0,2025-04-22 23:17:31 UTC,108159903,question_extractor,1.0,5.2.0,,,,,
632918613,378226,2854185.0,28567,T1,2025-04-22 23:17:31 UTC,108159903,question_extractor,,5.2.0,,,,,
632918620,378226,2854185.0,28567,T0,2025-04-22 23:17:34 UTC,108159921,question_extractor,1.0,5.2.0,,,,,
632918620,378226,2854185.0,28567,T1,2025-04-22 23:17:34 UTC,108159921,question_extractor,,5.2.0,,,,,
632918628,378226,2854185.0,28567,T0,2025-04-22 23:17:37 UTC,108159951,question_extractor,,5.2.0,1.0,,,,
632918628,378226,2854185.0,28567,T1,2025-04-22 23:17:37 UTC,108159951,question_extractor,,5.2.0,,1.0,,,
632918675,378226,2854185.0,28567,T0,2025-04-22 23:17:54 UTC,108159882,question_extractor,1.0,5.2.0,,,,,
632918675,378226,2854185.0,28567,T1,2025-04-22 23:17:54 UTC,108159882,question_extractor,,5.2.0,,,,,
632918682,378226,2854185.0,28567,T0,2025-04-22 23:17:57 UTC,108159905,question_extractor,,5.2.0,1.0,,,,
632918682,378226,2854185.0,28567,T1,2025-04-22 23:17:57 UTC,108159905,question_extractor,,5.2.0,,1.0,,,
632918687,378226,2854185.0,28567,T0,2025-04-22 23:18:00 UTC,108159974,question_extractor,,5.2.0,1.0,,,,
632918687,378226,2854185.0,28567,T1,2025-04-22 23:18:00 UTC,108159974,question_extractor,,5.2.0,,1.0,,,
632918696,378226,2854185.0,28567,T0,2025-04-22 23:18:02 UTC,108159937,question_extractor,,5.2.0,1.0,,,,
632918696,378226,2854185.0,28567,T1,2025-04-22 23:18:02 UTC,108159937,question_extractor,,5.2.0,,1.0,,,
632918758,378226,2854185.0,28567,T0,2025-04-22 23:18:24 UTC,108159901,question_extractor,1.0,5.2.0,,,,,
632918758,378226,2854185.0,28567,T1,2025-04-22 23:18:24 UTC,108159901,question_extractor,,5.2.0,,,,,
632918763,378226,2854185.0,28567,T0,2025-04-22 23:18:26 UTC,108159945,question_extractor,,5.2.0,1.0,,,,
632918763,378226,2854185.0,28567,T1,2025-04-22 23:18:26 UTC,108159945,question_extractor,,5.2.0,,1.0,,,
632918771,378226,2854185.0,28567,T0,2025-04-22 23:18:29 UTC,108159891,question_extractor,,5.2.0,1.0,,,,
632918771,378226,2854185.0,28567,T1,2025-04-22 23:18:29 UTC,108159891,question_extractor,,5.2.0,,1.0,,,
632918776,378226,2854185.0,28567,T0,2025-04-22 23:18:31 UTC,108159934,question_extractor,,5.2.0,1.0,,,,
632918776,378226,2854185.0,28567,T1,2025-04-22 23:18:31 UTC,108159934,question_extractor,,5.2.0,,1.0,,,
632918780,378226,2854185.0,28567,T0,2025-04-22 23:18:33 UTC,108159878,question_extractor,1.0,5.2.0,,,,,
632918780,378226,2854185.0,28567,T1,2025-04-22 23:18:33 UTC,108159878,question_extractor,,5.2.0,,,,,
632918784,378226,2854185.0,28567,T0,2025-04-22 23:18:34 UTC,108159942,question_extractor,1.0,5.2.0,,,,,
632918784,378226,2854185.0,28567,T1,2025-04-22 23:18:34 UTC,108159942,question_extractor,,5.2.0,,,,,
632918790,378226,2854185.0,28567,T0,2025-04-22 23:18:37 UTC,108159905,question_extractor,,5.2.0,1.0,,,,
632918790,378226,2854185.0,28567,T1,2025-04-22 23:18:37 UTC,108159905,question_extractor,,5.2.0,,1.0,,,
632918797,378226,2854185.0,28567,T0,2025-04-22 23:18:38 UTC,108159963,question_extractor,1.0,5.2.0,,,,,
632918797,378226,2854185.0,28567,T1,2025-04-22 23:18:38 UTC,108159963,question_extractor,,5.2.0,,,,,
632918808,378226,2854185.0,28567,T0,2025-04-22 23:18:43 UTC,108159935,question_extractor,1.0,5.2.0,,,,,
632918808,378226,2854185.0,28567,T1,2025-04-22 23:18:43 UTC,108159935,question_extractor,,5.2.0,,,,,
632918814,378226,2854185.0,28567,T0,2025-04-22 23:18:45 UTC,108159949,question_extractor,,5.2.0,1.0,,,,
632918814,378226,2854185.0,28567,T1,2025-04-22 23:18:45 UTC,108159949,question_extractor,,5.2.0,,1.0,,,
632918881,378226,2854185.0,28567,T0,2025-04-22 23:19:07 UTC,108159891,question_extractor,,5.2.0,1.0,,,,
632918881,378226,2854185.0,28567,T1,2025-04-22 23:19:07 UTC,108159891,question_extractor,,5.2.0,,1.0,,,
632918971,378226,2854185.0,28567,T0,2025-04-22 23:19:45 UTC,108159885,question_extractor,,5.2.0,1.0,,,,
632918971,378226,2854185.0,28567,T1,2025-04-22 23:19:45 UTC,108159885,question_extractor,,5.2.0,,1.0,,,
632918980,378226,2854185.0,28567,T0,2025-04-22 23:19:48 UTC,108159894,question_extractor,,5.2.0,1.0,,,,
632918980,378226,2854185.0,28567,T1,2025-04-22 23:19:48 UTC,108159894,question_extractor,,5.2.0,,1.0,,,
632918984,378226,2854185.0,28567,T0,2025-04-22 23:19:50 UTC,108159968,question_extractor,1.0,5.2.0,,,,,
